year,geography1,geography2,diagnosis_groupings,measure,dataset,value,covid_period
2018,Health board of treatment,NHS Lothian,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,15,Pre-COVID
2018,Health board of treatment,NHS Lothian,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,1.7,Pre-COVID
2018,Health board of treatment,NHS Lothian,Mood (affective) disorders,Number of hospital residents,Total,90,Pre-COVID
2018,Health board of treatment,NHS Lothian,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,10.19,Pre-COVID
2018,Health board of treatment,NHS Lothian,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,20,Pre-COVID
2018,Health board of treatment,NHS Lothian,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,2.26,Pre-COVID
2018,Health board of treatment,NHS Lothian,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,175,Pre-COVID
2018,Health board of treatment,NHS Lothian,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,19.81,Pre-COVID
2018,Health board of treatment,NHS Lothian,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,15,Pre-COVID
2018,Health board of treatment,NHS Lothian,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,1.7,Pre-COVID
2018,Health board of treatment,NHS Lothian,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,180,Pre-COVID
2018,Health board of treatment,NHS Lothian,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,20.38,Pre-COVID
2018,Health board of treatment,NHS Tayside,Disorders of adult personality and behaviour,Number of hospital residents,Total,20,Pre-COVID
2018,Health board of treatment,NHS Tayside,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,4.85,Pre-COVID
2018,Health board of treatment,NHS Tayside,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,15,Pre-COVID
2018,Health board of treatment,NHS Tayside,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,3.63,Pre-COVID
2018,Health board of treatment,NHS Tayside,Mood (affective) disorders,Number of hospital residents,Total,35,Pre-COVID
2018,Health board of treatment,NHS Tayside,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,8.48,Pre-COVID
2018,Health board of treatment,NHS Tayside,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,15,Pre-COVID
2018,Health board of treatment,NHS Tayside,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,3.63,Pre-COVID
2018,Health board of treatment,NHS Tayside,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,50,Pre-COVID
2018,Health board of treatment,NHS Tayside,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,12.11,Pre-COVID
2018,Health board of treatment,NHS Tayside,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,5,Pre-COVID
2018,Health board of treatment,NHS Tayside,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,1.21,Pre-COVID
2018,Health board of treatment,NHS Tayside,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,75,Pre-COVID
2018,Health board of treatment,NHS Tayside,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,18.17,Pre-COVID
2018,Health board of treatment,NHS Western Isles,Disorders of adult personality and behaviour,Number of hospital residents,Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,Mood (affective) disorders,Number of hospital residents,Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,0,Pre-COVID
2018,Health board of treatment,NHS Western Isles,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,Disorders of adult personality and behaviour,Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,2.72,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,2.72,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,Mood (affective) disorders,Number of hospital residents,Total,20,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,5.44,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,1.36,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,55,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,14.97,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,45,Pre-COVID
2019,Health board of treatment,NHS Ayrshire & Arran,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,12.25,Pre-COVID
2019,Health board of treatment,NHS Borders,Disorders of adult personality and behaviour,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Borders,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Borders,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Borders,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Borders,Mood (affective) disorders,Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Borders,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,8.59,Pre-COVID
2019,Health board of treatment,NHS Borders,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Borders,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Borders,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Borders,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,8.59,Pre-COVID
2019,Health board of treatment,NHS Borders,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Borders,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Borders,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Borders,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,8.59,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,Disorders of adult personality and behaviour,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,Mood (affective) disorders,Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,6.81,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,20,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,13.62,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,15,Pre-COVID
2019,Health board of treatment,NHS Dumfries & Galloway,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,10.21,Pre-COVID
2019,Health board of treatment,NHS Fife,Disorders of adult personality and behaviour,Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Fife,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,1.35,Pre-COVID
2019,Health board of treatment,NHS Fife,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Fife,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,1.35,Pre-COVID
2019,Health board of treatment,NHS Fife,Mood (affective) disorders,Number of hospital residents,Total,20,Pre-COVID
2019,Health board of treatment,NHS Fife,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,5.4,Pre-COVID
2019,Health board of treatment,NHS Fife,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Fife,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,1.35,Pre-COVID
2019,Health board of treatment,NHS Fife,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,55,Pre-COVID
2019,Health board of treatment,NHS Fife,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,14.84,Pre-COVID
2019,Health board of treatment,NHS Fife,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Fife,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Fife,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,45,Pre-COVID
2019,Health board of treatment,NHS Fife,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,12.14,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,Disorders of adult personality and behaviour,Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,3.3,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,1.65,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,Mood (affective) disorders,Number of hospital residents,Total,15,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,4.94,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,25,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,8.24,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,1.65,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,45,Pre-COVID
2019,Health board of treatment,NHS Forth Valley,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,14.83,Pre-COVID
2019,Health board of treatment,NHS Grampian,Disorders of adult personality and behaviour,Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Grampian,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,1.73,Pre-COVID
2019,Health board of treatment,NHS Grampian,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Grampian,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,1.73,Pre-COVID
2019,Health board of treatment,NHS Grampian,Mood (affective) disorders,Number of hospital residents,Total,30,Pre-COVID
2019,Health board of treatment,NHS Grampian,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,5.18,Pre-COVID
2019,Health board of treatment,NHS Grampian,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Grampian,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,0.86,Pre-COVID
2019,Health board of treatment,NHS Grampian,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,55,Pre-COVID
2019,Health board of treatment,NHS Grampian,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,9.5,Pre-COVID
2019,Health board of treatment,NHS Grampian,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Grampian,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,1.73,Pre-COVID
2019,Health board of treatment,NHS Grampian,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,80,Pre-COVID
2019,Health board of treatment,NHS Grampian,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,13.81,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,Disorders of adult personality and behaviour,Number of hospital residents,Total,35,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,3,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,30,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,2.57,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,Mood (affective) disorders,Number of hospital residents,Total,110,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,9.42,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,15,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,1.28,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,175,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,14.98,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,45,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,3.85,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,305,Pre-COVID
2019,Health board of treatment,NHS Greater Glasgow & Clyde,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,26.11,Pre-COVID
2019,Health board of treatment,NHS Highland,Disorders of adult personality and behaviour,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Highland,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Highland,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Highland,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Highland,Mood (affective) disorders,Number of hospital residents,Total,20,Pre-COVID
2019,Health board of treatment,NHS Highland,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,6.21,Pre-COVID
2019,Health board of treatment,NHS Highland,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Highland,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,1.55,Pre-COVID
2019,Health board of treatment,NHS Highland,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,30,Pre-COVID
2019,Health board of treatment,NHS Highland,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,9.32,Pre-COVID
2019,Health board of treatment,NHS Highland,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Highland,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Highland,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,30,Pre-COVID
2019,Health board of treatment,NHS Highland,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,9.32,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,Disorders of adult personality and behaviour,Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,0.75,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,15,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,2.26,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,Mood (affective) disorders,Number of hospital residents,Total,25,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,3.76,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,1.5,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,70,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,10.53,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,70,Pre-COVID
2019,Health board of treatment,NHS Lanarkshire,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,10.53,Pre-COVID
2019,Health board of treatment,NHS Lothian,Disorders of adult personality and behaviour,Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Lothian,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,1.12,Pre-COVID
2019,Health board of treatment,NHS Lothian,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Lothian,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,0.56,Pre-COVID
2019,Health board of treatment,NHS Lothian,Mood (affective) disorders,Number of hospital residents,Total,80,Pre-COVID
2019,Health board of treatment,NHS Lothian,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,8.98,Pre-COVID
2019,Health board of treatment,NHS Lothian,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Lothian,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,0.56,Pre-COVID
2019,Health board of treatment,NHS Lothian,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,160,Pre-COVID
2019,Health board of treatment,NHS Lothian,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,17.96,Pre-COVID
2019,Health board of treatment,NHS Lothian,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,25,Pre-COVID
2019,Health board of treatment,NHS Lothian,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,2.81,Pre-COVID
2019,Health board of treatment,NHS Lothian,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,160,Pre-COVID
2019,Health board of treatment,NHS Lothian,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,17.96,Pre-COVID
2019,Health board of treatment,NHS Tayside,Disorders of adult personality and behaviour,Number of hospital residents,Total,15,Pre-COVID
2019,Health board of treatment,NHS Tayside,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,3.63,Pre-COVID
2019,Health board of treatment,NHS Tayside,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,10,Pre-COVID
2019,Health board of treatment,NHS Tayside,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,2.42,Pre-COVID
2019,Health board of treatment,NHS Tayside,Mood (affective) disorders,Number of hospital residents,Total,30,Pre-COVID
2019,Health board of treatment,NHS Tayside,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,7.25,Pre-COVID
2019,Health board of treatment,NHS Tayside,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Tayside,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,1.21,Pre-COVID
2019,Health board of treatment,NHS Tayside,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,40,Pre-COVID
2019,Health board of treatment,NHS Tayside,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,9.67,Pre-COVID
2019,Health board of treatment,NHS Tayside,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,15,Pre-COVID
2019,Health board of treatment,NHS Tayside,Other selected diagnoses principally affecting children & young people,"Crude rate of hospital residents (per 100,000 population)",Total,3.63,Pre-COVID
2019,Health board of treatment,NHS Tayside,"Schizophrenia, schizotypal and delusional disorders",Number of hospital residents,Total,60,Pre-COVID
2019,Health board of treatment,NHS Tayside,"Schizophrenia, schizotypal and delusional disorders","Crude rate of hospital residents (per 100,000 population)",Total,14.51,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Disorders of adult personality and behaviour,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Disorders of adult personality and behaviour,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Mental & behavioural disorders due to psychoactive substance use,"Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Mood (affective) disorders,Number of hospital residents,Total,5,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Mood (affective) disorders,"Crude rate of hospital residents (per 100,000 population)",Total,18.98,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders",Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Neurotic, stress-related, & somatoform disorders","Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders",Number of hospital residents,Total,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,"Organic, including symptomatic, mental disorders","Crude rate of hospital residents (per 100,000 population)",Total,0,Pre-COVID
2019,Health board of treatment,NHS Western Isles,Other selected diagnoses principally affecting children & young people,Number of hospital residents,Total,0,Pre-COVID
