year,geography1,geography2,ageband,sex_char,measure,dataset,value,period
2023,Health board of residence,NHS Dumfries & Galloway,Ages 65+,Male,Number of patients,Psychiatric,65,Post-COVID
2023,Health board of residence,NHS Dumfries & Galloway,Ages 65+,Female,Number of patients,Psychiatric,60,Post-COVID
2023,Health board of residence,NHS Fife,Ages 0 - 17,Male,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Fife,Ages 0 - 17,Female,Number of patients,Psychiatric,15,Post-COVID
2023,Health board of residence,NHS Fife,Ages 18 - 24,Male,Number of patients,Psychiatric,35,Post-COVID
2023,Health board of residence,NHS Fife,Ages 18 - 24,Female,Number of patients,Psychiatric,20,Post-COVID
2023,Health board of residence,NHS Fife,Ages 25 - 39,Male,Number of patients,Psychiatric,120,Post-COVID
2023,Health board of residence,NHS Fife,Ages 25 - 39,Female,Number of patients,Psychiatric,105,Post-COVID
2023,Health board of residence,NHS Fife,Ages 40 - 64,Male,Number of patients,Psychiatric,170,Post-COVID
2023,Health board of residence,NHS Fife,Ages 40 - 64,Female,Number of patients,Psychiatric,165,Post-COVID
2023,Health board of residence,NHS Fife,Ages 65+,Male,Number of patients,Psychiatric,115,Post-COVID
2023,Health board of residence,NHS Fife,Ages 65+,Female,Number of patients,Psychiatric,130,Post-COVID
2023,Health board of residence,NHS Forth Valley,Ages 0 - 17,Male,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Forth Valley,Ages 0 - 17,Female,Number of patients,Psychiatric,10,Post-COVID
2023,Health board of residence,NHS Forth Valley,Ages 18 - 24,Male,Number of patients,Psychiatric,25,Post-COVID
2023,Health board of residence,NHS Forth Valley,Ages 18 - 24,Female,Number of patients,Psychiatric,25,Post-COVID
2023,Health board of residence,NHS Forth Valley,Ages 25 - 39,Male,Number of patients,Psychiatric,95,Post-COVID
2023,Health board of residence,NHS Forth Valley,Ages 25 - 39,Female,Number of patients,Psychiatric,75,Post-COVID
2023,Health board of residence,NHS Forth Valley,Ages 40 - 64,Male,Number of patients,Psychiatric,135,Post-COVID
2023,Health board of residence,NHS Forth Valley,Ages 40 - 64,Female,Number of patients,Psychiatric,110,Post-COVID
2023,Health board of residence,NHS Forth Valley,Ages 65+,Male,Number of patients,Psychiatric,90,Post-COVID
2023,Health board of residence,NHS Forth Valley,Ages 65+,Female,Number of patients,Psychiatric,100,Post-COVID
2023,Health board of residence,NHS Grampian,Ages 0 - 17,Male,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Grampian,Ages 0 - 17,Female,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Grampian,Ages 18 - 24,Male,Number of patients,Psychiatric,40,Post-COVID
2023,Health board of residence,NHS Grampian,Ages 18 - 24,Female,Number of patients,Psychiatric,35,Post-COVID
2023,Health board of residence,NHS Grampian,Ages 25 - 39,Male,Number of patients,Psychiatric,120,Post-COVID
2023,Health board of residence,NHS Grampian,Ages 25 - 39,Female,Number of patients,Psychiatric,90,Post-COVID
2023,Health board of residence,NHS Grampian,Ages 40 - 64,Male,Number of patients,Psychiatric,190,Post-COVID
2023,Health board of residence,NHS Grampian,Ages 40 - 64,Female,Number of patients,Psychiatric,140,Post-COVID
2023,Health board of residence,NHS Grampian,Ages 65+,Male,Number of patients,Psychiatric,135,Post-COVID
2023,Health board of residence,NHS Grampian,Ages 65+,Female,Number of patients,Psychiatric,115,Post-COVID
2023,Health board of residence,NHS Greater Glasgow & Clyde,Ages 0 - 17,Male,Number of patients,Psychiatric,15,Post-COVID
2023,Health board of residence,NHS Greater Glasgow & Clyde,Ages 0 - 17,Female,Number of patients,Psychiatric,55,Post-COVID
2023,Health board of residence,NHS Greater Glasgow & Clyde,Ages 18 - 24,Male,Number of patients,Psychiatric,115,Post-COVID
2023,Health board of residence,NHS Greater Glasgow & Clyde,Ages 18 - 24,Female,Number of patients,Psychiatric,105,Post-COVID
2023,Health board of residence,NHS Greater Glasgow & Clyde,Ages 25 - 39,Male,Number of patients,Psychiatric,435,Post-COVID
2023,Health board of residence,NHS Greater Glasgow & Clyde,Ages 25 - 39,Female,Number of patients,Psychiatric,350,Post-COVID
2023,Health board of residence,NHS Greater Glasgow & Clyde,Ages 40 - 64,Male,Number of patients,Psychiatric,835,Post-COVID
2023,Health board of residence,NHS Greater Glasgow & Clyde,Ages 40 - 64,Female,Number of patients,Psychiatric,565,Post-COVID
2023,Health board of residence,NHS Greater Glasgow & Clyde,Ages 65+,Male,Number of patients,Psychiatric,310,Post-COVID
2023,Health board of residence,NHS Greater Glasgow & Clyde,Ages 65+,Female,Number of patients,Psychiatric,295,Post-COVID
2023,Health board of residence,NHS Highland,Ages 0 - 17,Male,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Highland,Ages 0 - 17,Female,Number of patients,Psychiatric,10,Post-COVID
2023,Health board of residence,NHS Highland,Ages 18 - 24,Male,Number of patients,Psychiatric,10,Post-COVID
2023,Health board of residence,NHS Highland,Ages 18 - 24,Female,Number of patients,Psychiatric,10,Post-COVID
2023,Health board of residence,NHS Highland,Ages 25 - 39,Male,Number of patients,Psychiatric,70,Post-COVID
2023,Health board of residence,NHS Highland,Ages 25 - 39,Female,Number of patients,Psychiatric,45,Post-COVID
2023,Health board of residence,NHS Highland,Ages 40 - 64,Male,Number of patients,Psychiatric,120,Post-COVID
2023,Health board of residence,NHS Highland,Ages 40 - 64,Female,Number of patients,Psychiatric,100,Post-COVID
2023,Health board of residence,NHS Highland,Ages 65+,Male,Number of patients,Psychiatric,35,Post-COVID
2023,Health board of residence,NHS Highland,Ages 65+,Female,Number of patients,Psychiatric,40,Post-COVID
2023,Health board of residence,NHS Lanarkshire,Ages 0 - 17,Male,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Lanarkshire,Ages 0 - 17,Female,Number of patients,Psychiatric,30,Post-COVID
2023,Health board of residence,NHS Lanarkshire,Ages 18 - 24,Male,Number of patients,Psychiatric,45,Post-COVID
2023,Health board of residence,NHS Lanarkshire,Ages 18 - 24,Female,Number of patients,Psychiatric,45,Post-COVID
2023,Health board of residence,NHS Lanarkshire,Ages 25 - 39,Male,Number of patients,Psychiatric,150,Post-COVID
2023,Health board of residence,NHS Lanarkshire,Ages 25 - 39,Female,Number of patients,Psychiatric,140,Post-COVID
2023,Health board of residence,NHS Lanarkshire,Ages 40 - 64,Male,Number of patients,Psychiatric,235,Post-COVID
2023,Health board of residence,NHS Lanarkshire,Ages 40 - 64,Female,Number of patients,Psychiatric,200,Post-COVID
2023,Health board of residence,NHS Lanarkshire,Ages 65+,Male,Number of patients,Psychiatric,135,Post-COVID
2023,Health board of residence,NHS Lanarkshire,Ages 65+,Female,Number of patients,Psychiatric,145,Post-COVID
2023,Health board of residence,NHS Lothian,Ages 0 - 17,Male,Number of patients,Psychiatric,15,Post-COVID
2023,Health board of residence,NHS Lothian,Ages 0 - 17,Female,Number of patients,Psychiatric,30,Post-COVID
2023,Health board of residence,NHS Lothian,Ages 18 - 24,Male,Number of patients,Psychiatric,80,Post-COVID
2023,Health board of residence,NHS Lothian,Ages 18 - 24,Female,Number of patients,Psychiatric,75,Post-COVID
2023,Health board of residence,NHS Lothian,Ages 25 - 39,Male,Number of patients,Psychiatric,265,Post-COVID
2023,Health board of residence,NHS Lothian,Ages 25 - 39,Female,Number of patients,Psychiatric,215,Post-COVID
2023,Health board of residence,NHS Lothian,Ages 40 - 64,Male,Number of patients,Psychiatric,450,Post-COVID
2023,Health board of residence,NHS Lothian,Ages 40 - 64,Female,Number of patients,Psychiatric,345,Post-COVID
2023,Health board of residence,NHS Lothian,Ages 65+,Male,Number of patients,Psychiatric,205,Post-COVID
2023,Health board of residence,NHS Lothian,Ages 65+,Female,Number of patients,Psychiatric,225,Post-COVID
2023,Health board of residence,NHS Orkney,Ages 0 - 17,Male,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Orkney,Ages 0 - 17,Female,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Orkney,Ages 18 - 24,Male,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Orkney,Ages 18 - 24,Female,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Orkney,Ages 25 - 39,Male,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Orkney,Ages 25 - 39,Female,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Orkney,Ages 40 - 64,Male,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Orkney,Ages 40 - 64,Female,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Orkney,Ages 65+,Male,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Orkney,Ages 65+,Female,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Shetland,Ages 0 - 17,Male,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Shetland,Ages 0 - 17,Female,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Shetland,Ages 18 - 24,Male,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Shetland,Ages 18 - 24,Female,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Shetland,Ages 25 - 39,Male,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Shetland,Ages 25 - 39,Female,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Shetland,Ages 40 - 64,Male,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Shetland,Ages 40 - 64,Female,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Shetland,Ages 65+,Male,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Shetland,Ages 65+,Female,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Tayside,Ages 0 - 17,Male,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Tayside,Ages 0 - 17,Female,Number of patients,Psychiatric,15,Post-COVID
2023,Health board of residence,NHS Tayside,Ages 18 - 24,Male,Number of patients,Psychiatric,50,Post-COVID
2023,Health board of residence,NHS Tayside,Ages 18 - 24,Female,Number of patients,Psychiatric,50,Post-COVID
2023,Health board of residence,NHS Tayside,Ages 25 - 39,Male,Number of patients,Psychiatric,195,Post-COVID
2023,Health board of residence,NHS Tayside,Ages 25 - 39,Female,Number of patients,Psychiatric,135,Post-COVID
2023,Health board of residence,NHS Tayside,Ages 40 - 64,Male,Number of patients,Psychiatric,275,Post-COVID
2023,Health board of residence,NHS Tayside,Ages 40 - 64,Female,Number of patients,Psychiatric,210,Post-COVID
2023,Health board of residence,NHS Tayside,Ages 65+,Male,Number of patients,Psychiatric,120,Post-COVID
2023,Health board of residence,NHS Tayside,Ages 65+,Female,Number of patients,Psychiatric,160,Post-COVID
2023,Health board of residence,NHS Western Isles,Ages 0 - 17,Male,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Western Isles,Ages 0 - 17,Female,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Western Isles,Ages 18 - 24,Male,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Western Isles,Ages 18 - 24,Female,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,NHS Western Isles,Ages 25 - 39,Male,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Western Isles,Ages 25 - 39,Female,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Western Isles,Ages 40 - 64,Male,Number of patients,Psychiatric,10,Post-COVID
2023,Health board of residence,NHS Western Isles,Ages 40 - 64,Female,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Western Isles,Ages 65+,Male,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,NHS Western Isles,Ages 65+,Female,Number of patients,Psychiatric,10,Post-COVID
2023,Health board of residence,Other,Ages 0 - 17,Male,Number of patients,Psychiatric,0,Post-COVID
2023,Health board of residence,Other,Ages 0 - 17,Female,Number of patients,Psychiatric,5,Post-COVID
2023,Health board of residence,Other,Ages 18 - 24,Male,Number of patients,Psychiatric,20,Post-COVID
2023,Health board of residence,Other,Ages 18 - 24,Female,Number of patients,Psychiatric,20,Post-COVID
2023,Health board of residence,Other,Ages 25 - 39,Male,Number of patients,Psychiatric,50,Post-COVID
2023,Health board of residence,Other,Ages 25 - 39,Female,Number of patients,Psychiatric,40,Post-COVID
2023,Health board of residence,Other,Ages 40 - 64,Male,Number of patients,Psychiatric,55,Post-COVID
2023,Health board of residence,Other,Ages 40 - 64,Female,Number of patients,Psychiatric,55,Post-COVID
2023,Health board of residence,Other,Ages 65+,Male,Number of patients,Psychiatric,20,Post-COVID
2023,Health board of residence,Other,Ages 65+,Female,Number of patients,Psychiatric,5,Post-COVID
